,dataset_id,Related RICs,Language,Topics,Products,Attribution,Story Date Time,Take Date Time,Headline,Story Body,Unique Story Index,PNAC
31,63682,,en,FED CEN PLCY US MCE DBT INT MPLT INFL MTG LEN RTRS POL AMERS ECI PIA GEN,M U E NAW NAT D T PSC RNP DNP PTD,RTRS,01/03/2014 16:30:31,01/03/2014 17:09:54,"In wake of QE taper, Fed's Plosser dusts off inflation warning","The Federal Reserve faces immense challenges now that it has reduced bond-buying, and needs to be cognizant of a rapid rise in future inflation, a top U.S. central banker said on Friday.     Philadelphia Fed President Charles Plosser, a voter on monetary policy this year, said the central bank's balance sheet is still growing at a fairly rapid clip despite the $10-billion reduction in monthly asset purchases, which started this month.     Dusting off arguments he and other hawkish officials made before the recent bout of low inflation, Plosser said he was less concerned about disinflation and more concerned about too-high inflation if banks start to quickly release the $2.4 trillion in excess reserves they now hold.   (Reporting by Jonathan Spicer; Editing by Chizu Nomiyama)  ((jonathan.spicer@thomsonreuters.com)(+1 646 223 6253)(Reuters Messaging: jonathan.spicer.thomsonreuters.com@reuters.net  www.twitter.com/jonathanspicer))  Keywords: USA FED/PLOSSER",20140103163031nN9N0A900Z,nN9N0A900Z
32,63681,SIEGn.DE GS.N GE.N JPM.N WFC.N AMZN.O CSGN.VX NYT.N,en,CMPNY CLM FIN US DBT BNK BRV REP AMERS EUROP AFR MEAST LATAM ASIA GVD MCE JP CN GUNCTR CEN FED PLCY MNGISS HEDGE ENER EMRG MX POL REGS LAW STX MRG DEAL1 RNW CONG ELC DE FUND INVB BANK DEPT RET WWW INVD CH READ PUB BISV FINS INVS INVM RGEN CYCS LEN RTRS,NAT C D E M O T U MTL GRO SOF OIL MNI ELN NAW G RINVM EMK PSC,RTRS,01/02/2014 16:41:15,01/02/2014 16:41:15,BREAKINGVIEWS-Past predictions should ensure one future result,"When people ask Breakingviews editors how our past predictions panned out, we have a simple response: We nailed a few, missed a couple - but they were all interesting. Consider that the guiding philosophy for our annual attempt at agenda-setting financial foresight. (Download the e-book here: http://link.reuters.com/wug75v )     We do expect to get a few key prognostications right. A year ago we argued that U.S. stocks would best the rest of the world. Bingo. We said central banks would need to fight to retain their independence from politicians. Look no further than the summer's public tussle over who should lead the U.S. Federal Reserve. We also predicted the Japanese yen would crest above the three-digit mark against the dollar: domo arigato Kuroda-san.     Not all of our views hit the mark. Goldman Sachs <GS.N>, JPMorgan <JPM.N> and Credit Suisse <CSGN.VX> are still led by chief executives whose tenures we thought might come to an end in 2013. George Osborne still reigns as the UK's chancellor of the exchequer despite our skepticism a year ago. And while we predicted a great American newspaper would change hands in 2013, we should have opted for the Washington Post, which was sold to Amazon <AMZN.O> founder Jeff Bezos, over the New York Times <NYT.N>.     This year our views have been divvied up into six sections: people and power, money and markets, buys and sells, fees and fortunes, mergers and manias, and odds and ends. In the first category, look for India's next prime minister to channel Japanese leader Shinzo Abe in reviving his economy. For Latin America, commodity price deflation will make governance matter for a change, giving Mexico a chance to shine.     The highly anticipated tapering of bond buying by the Federal Reserve will be the obvious story of the financial markets. Optimists say it's all priced in, but they may not be prepared for 10-year Treasury bond yields of 4 percent. Ditto the great American oil boom: abundant supply should keep energy inflation at bay for another year.     In the corporate world, activism will keep more companies on their toes, including General Electric <GE.N>, which has thus far managed to keep uppity investors calm. Among other predictions: America's gun bubble is poised to burst, the booming solar business will hit electric utilities, Siemens' <SIEGn.DE> new chief faces rising pressure for a turnaround, and some Chinese corporations will warrant newfound attention from investors.     On Wall Street, look for Wells Fargo <WFC.N> to snatch more market share from established titans, while prosecutors scramble for new targets after shaking down JPMorgan and hedge-fund manager Steve Cohen. Mergers and acquisitions activity will continue, but not meet the ardent expectations of its Hermès-tied practitioners. And don't be surprised if Chinese antitrust watchdogs flex their muscles.     There are other odds and ends to consider in the coming year, such as which buzzwords will proliferate following a 2013 rich in visionary and disruptive behavior. And investors may get glimpses of hot new firms like Square, Pinterest and the shared economy favorite Airbnb. There will be sport, as the World Cup puts the spotlight on Brazil. And in case you're wondering, Germany will walk away with the trophy.      Read Predictions 2014 in the spirit in which it has been written. And whether we are spot-on or just half-right, know that Breakingviews will work tirelessly to explore the coming year with the insight, analysis, speed and common sense you have come to expect.                <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^      SIGN UP FOR BREAKINGVIEWS EMAIL ALERTS: www.breakingviews.com/TOPNewsSubscription             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>       - For previous columns by the author, Reuters customers can click on [COX/]        (Editing by Jeffrey Goldfarb and Martin Langfield)  ((rob.cox@thomsonreuters.com)(Reuters messaging rob.cox.thomsonreuters.com@reuters.net))  Keywords: BREAKINGVIEWS PREDICTIONS/",20140102164115nL2N0KC0GW,nL2N0KC0GW
33,63680,,en,ECB WEU EUROP DE CEN MMT PLCY INT MCE BANK BNK LEN RTRS DBT GVD EZC CEEU MKTREP MTGFX FINS BISV BSVC EU,M T E D MF P EMK PSC RNP DNP PTD,RTRS,01/03/2014 10:14:33,01/03/2014 10:23:21,Euribor rates fall after excess liquidity rises,"The key euro-priced bank-to-bank lending rate fell on Friday as banks started the new year with solid liquidity buffers, which they had accumulated to ward off year-end market tension.     Banks took 168.662 billion euros from the European Central Bank at its extended weekly refinancing operation on Monday, more than the 140 billion euros money market traders had forecast in a Reuters poll. [ID:nL3N0K61QP]     They also returned less than the full value of the ECB's former government bond purchase programme in the weekly sterilisation round on Monday. [ID:nL6N0K91VX]     The ECB made efforts to avoid any liquidity squeeze towards the end of the year and suspended repayments of its ultra-cheap loan until Jan. 15.     Excess liquidity - the amount of money in the market beyond which banks need for their day-to-day operations - rose to 282 billion euros on Friday from 269 billion the day before. <ECBNOMLIQ=>     That was down from over 600 billion euros at the start of last year before falling to about 150 billion towards the end of the year.     Concerns about the drop have supported Euribor rates since mid-November, though a spike in excess liquidity to just above 200 billion euros immediately prior to Christmas and towards the end of the year eased the upward pressure.     On Friday, the three-month Euribor rate <EURIBOR3MD=>, traditionally the main gauge of unsecured bank-to-bank lending, fell to 0.280 percent from 0.284 percent.     The six-month Euribor rate <EURIBOR6MD=> eased to 0.381 percent from 0.387 percent, and the shorter-term one-week rate <EURIBORSWD=> dropped to 0.177 percent from 0.183 percent. Overnight Eonia <EONIA=> fell to 0.152 percent on Thursday from 0.446 percent previously.     <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^     For a package of graphics on the ECB, click on:          http://link.reuters.com/neg32s        For graphic of euro zone liquidity levels click:            http://link.reuters.com/qeq25s      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>     Euribor rates are fixed daily by the Banking Federation of  the European Union (FBE) shortly after 1000 GMT.     * For a table of the latest Euribor fixings for terms of one week to one year, double click on <EURIBOR=>     * For a table of the previous day's fixings of EONIA swap  rates, which show market expectations for future overnight  lending rates, double click on <EONIAINDEX>     * For graphs of historic Euribor and EONIA swap rates, right click on the links in angle brackets below, and select 'Related Graph'       1 week    <EURIBORSWD=>    <EONIAINDEXSW=>     2 week    <EURIBOR2WD=>    <EONIAINDEX2W=>     1 month   <EURIBOR1MD=>    <EONIAINDEX1M=>     2 month   <EURIBOR2MD=>    <EONIAINDEX2M=>     3 month   <EURIBOR3MD=>    <EONIAINDEX3M=>     6 month   <EURIBOR6MD=>    <EONIAINDEX6M=>     9 month   <EURIBOR9MD=>    <EONIAINDEX9M=>     1 year    <EURIBOR1YD=>    <EONIAINDEX1Y=>   (Reporting by Frankfurt newsroom)  ((frankfurt.newsroom@reuters.com)(+49 69 7565 1209))  Keywords: MARKETS/EURIBOR",20140103101433nZYN0P2J00,nZYN0P2J00
34,63686,EUR=,en,MCE EZC EZ EUR PXP MTVID ECB EE FRX GVD PLCY WEU LV PL LT EEU BALT INFL CEN EU POL DBT EUROP EMRG CEEU ECI PIA GEN LEN RTRS,C D E M O T U MTL GRO SOF OIL MNI NAT ELN NAW G EMK PSC RNP PGE,RTRS,01/01/2014 00:31:23,01/01/2014 00:31:23,UPDATE 1-Latvia caps years of austerity with euro zone membership,"Latvia joined the euro zone on Wednesday, banking on its experience of austerity to bring it prosperity in a currency union where other economies have floundered.     The Baltic country of just 2 million people became the bloc's 18th member at midnight (2200 GMT), taking a step further out of the shadow of neighbouring Russia a decade after joining the European Union and NATO.     Latvia's acting prime minister, Valdis Dombrovskis, who led his country through its worst economic crisis since it left the former Soviet Union in the early 1990s, said euro adoption was an opportunity, but not a guarantee of wealth, and the country should not relax its fiscal policy.     It's not an excuse not to pursue a responsible fiscal and macroeconomic policy, he said after withdrawing the first euro banknote after midnight from a cash machine in Riga.     The euro switchover ceremony took place at a site where Latvia's crisis began - the former headquarters of the collapsed Parex bank, now headquarters of state-owned Citatele bank, which emerged from Parex's ruins.     Parex, the country's second-biggest bank by assets, went bust at end-2008, forcing the Baltic state to seek an international rescue to keep its currency, the lat, pegged to the euro at the same rate.     Its economy shrank by a quarter during 2008-2010, but then grew at the fastest pace in the EU, expanding by 5.6 percent in 2012, after the government slashed spending and wages and hiked taxes in one of the harshest austerity programs in Europe.     Latvia's efforts have won praise from EU policymakers, who have pointed numerous times to the Baltic state as an example that austerity can work.     Thanks to these efforts ... Latvia will enter the euro area stronger than ever, sending an encouraging message to other countries undergoing a difficult economic adjustment, European Commission President Jose Manuel Barroso said on Tuesday.     Still, a few concerns remain. The European Central Bank has warned Latvia that the high level of foreign deposits, mostly from Russia, in Latvian banks, as in Cyprus, was a risk factor.     Latvia also enters the euro zone without a permanent government after Dombrovskis resigned in December, taking political responsibility over a supermarket collapse in Riga that killed 54 people.[ID:nL5N0JC3M1]     Latvia enters the euro zone as the single currency bloc marks its 15th anniversary, and the euro is now used by 333 million Europeans.     Even so, neighbouring Lithuania is the only remaining EU country showing much enthusiasm for euro admission after the temptations and strains of sharing a currency forced Greece, Ireland, Portugal, Spain and Cyprus to seek international bailouts for their government finances or their banks.          Estonia joined the euro zone in 2011, and Lithuania aims to do so in 2015.     Among the ex-Communist EU countries that have yet to adopt the euro, Croatia is stuck in recession while bigger economies such as Poland, the Czech Republic and Hungary have become reticent about currency union.      Latvia, which becomes the fourth smallest economy in the euro zone after Malta, Estonia and Cyprus, expects the euro to lower its borrowing costs and encourage investors by eliminating currency risk.     Both Standard & Poor's and Fitch have raised the country's credit ratings in anticipation of its euro entry.     But opinion polls show ordinary Latvians are divided on the  euro's merits, with many worried that its adoption will be an excuse to raise prices.[ID:nL3N0IC3XC]     In all other countries which had switched to the euro, prices rose. Most likely, they will rise here as well, which is bad, said Oleg Bachurin, 62, a pensioner.     Latvia's central bank expects euro zone entry to lift consumer prices by 0.2-0.3 percentage point in 2014, taking inflation to 2 percent.[ID:nL5N0IF2F5]     I'm not worried (about euro adoption). I believe it's progress. We should not look back, we should go forward, said Anita Linde, 57, a retailer.   (Additional reporting by John O'Donnell in Brussels; Editing by Niklas Pollard, Ruth Pitchford and Eric Walsh)  ((nerijus.adomaitis@thomsonreuters.com)(+47 9027 6699)(Reuters Messaging: nerijus.adomaitis.thomsonreuters@reuters.net))  Keywords: LATVIA EURO/",20140101003123nL6N0KA2BS,nL6N0KA2BS
35,63715,,en,US FED CEN MTG AGN PLCY INT INFL MPLT GVD DBT LEN RTRS FRX BANK RESASS POL FINS BISV BSVC MCE AMERS ECI PIA GEN,C D E M O T U MTL GRO SOF OIL MNI NAT ELN NAW RINVM,RTRS,01/03/2014 19:05:15,01/03/2014 19:25:22,Fed's Lacker says big balance sheet doesn't tie Fed's hands,"The unprecedented size of the Federal Reserve's balance sheet will not keep the Fed from being able to conduct effective monetary policy, a top U.S. central banker said on Friday.     Asked after a speech here if the Fed's now nearly $4-trillion balance sheet would tie the Fed's hands, Jeffrey Lacker, president of the Richmond Federal Reserve, said, I think it doesn't.      Lacker explained that the Fed has the ability to control short-term interest rates, in part because it pays interest on the excess reserves banks hold at the Fed.      Lacker is a strong opponent of the Fed's recent bond-buying programs, and he supported the Fed's move last month to start winding down its most recent round of asset purchases.      Lacker also said he expects the U.S. dollar to remain the world's reserve currency for years to come.      It strikes me as unlikely that we're going to see in the next decade or more any significant unseating of the dollar as a reserve currency, he said.         (Reporting by Luciana Lopez; Writing by Ann Saphir; Editing by Leslie Adler)  ((Ann.Saphir@thomsonreuters.com)(415-677-2516)(www.twitter.com/ annsaphir)(Reuters Messaging: ann.saphir.thomsonreuters.com@reuters.net))  Keywords: USA LACKER/BALANCESHEET",20140103190515nN9N0AR01X,nN9N0AR01X
36,63678,,en,STX REAM FRX GVD FINS BANK REGS ISU RU DE GR IE EZC UA SQ TRD NEWS1 PMI EZ EUR TR GB CLM FED DIP GFIN G8 BOE ECB DBT BISV MCE ECI INT PLCY JOB WEU ES IT FR CEN SEEU US IMF POL EU BSVC BACT MEVN EUROP EMRG CISC CEEU ASIA AMERS EEU MEAST PIA GEN LEN RTRS,G C D E M O T U OIL NAT UKI GRO MTL SOF EMK PSC,RTRS,01/03/2014 08:00:03,01/03/2014 08:00:03,MORNING BID: EUROPE-A daily note from our Economics/Politics Editor,"A range of economic data will highlight the differing problems facing policymakers in the euro zone and Britain.     Spanish and Italian inflation numbers for December will be of interest given the debate about deflation in the euro zone, though it will be the figure for the bloc as a whole next week that will really move that story on, coming just before the European Central Bank's first policy meeting of the year.     Spanish annual inflation is running at just 0.2 percent while the Italian number is little higher, forecast to come in at 0.6 percent.     The ECB insists there is no chance of a Japan-style downward spiral of prices and economic activity but Mario Draghi said last week he and his colleagues had to make sure inflation didn't get stuck in the danger zone below 1 percent.     Euro zone money supply figures will show if there has been any revival in bank lending; unlikely with most analysts expecting activity to remain severely curtailed until the ECB's health test of the big banks are out of the way late this year. That will do nothing to revive economic growth.     As with inflation (-2.9 percent in Greece, +1.6 percent in Germany) the problem with bank lending is fragmentation. In the hardest hit parts of the bloc, lending is much more difficult to come by and if it is available it comes at a significantly greater cost.     No such problems in Britain - rather the reverse in fact. The Nationwide Building Society has just reported the biggest jump in UK house prices in more than four years, up 8.4 percent year-on-year nationally and probably up much more dramatically than that in London.     The Bank of England is already flexing its muscles, preparing to take some steam out of a market also being pumped up by a government help-to-buy scheme. It wants to do so without raising interest rates but the odds are falling on a tightening before the year is out, much earlier than the Bank has signalled.     Later, we get Britain's December construction PMI survey, interesting to see if housebuilding is picking up, and mortgage lending and consumer credit numbers - all of which could combine to put more pressure on Mark Carney and co.     Another focus is how lavishly consumers spent over Christmas. So far, department stores group John Lewis, which often outperforms the sector, has reported a 7.2 percent rise in sales. Rival Debenhams issued a profit warning after heavy discounting failed to lure shopper while House of Fraser did much better.     Hot off the press: Next, Britain's second largest clothing retailer, has raised its annual profit forecast after fourth quarter sales came in significantly ahead of its previous guidance.     Elsewhere, Turkish Prime Minister Tayyip Erdogan meets his Libyan counterpart Ali Zeidan.     Turkish markets have calmed after a bruising last week of the year as Erdogan dismissed about 70 police officers involved in a corruption investigation which has dragged in relatives of ministers and others with close links to the government.   (Editing by John Stonestreet)  ((email: mike.peacock@thomsonreuters.com)(Reuters Messaging:)(mike.peacock.thomsonreuters.com@reuters.net: +44 207 542 3784))  Keywords: EUROPE/VIEW",20140103080003nL6N0KD0ZM,nL6N0KD0ZM
37,63735,,en,DBT MTG GVD AGN INT PLCY US MPLT INFL CEN FED MCE AMERS ECI LEN RTRS,C D E M O T U MTL GRO SOF OIL MNI NAT ELN NAW RINVM,RTRS,01/03/2014 19:48:39,01/03/2014 20:02:20,Fed's Lacker: Would want to pause taper only if data much weaker,"The U.S. Federal Reserve may speed up or slow down the pace at which it winds down its massive bond-buying program, a top Fed official said on Friday, but only a sharp downturn in the data would justify putting the tapering process on hold.     The door has to be seen as open for changing the pace at which the Fed trims the program, Richmond Federal Reserve President Jeffrey Lacker told reporters after a speech here.      The Fed last month cut its monthly bond-buying by $10 billion, to $75 billion a month, and signaled it would wind down the program by the end of 2014.      For me the data would have to be much weaker on a sustained basis to want to pause, said Lacker, who has been an opponent of bond-buying from its start.        (Reporting by Luciana Lopez; Writing by Ann Saphir; Editing by Leslie Adler)  ((Ann.Saphir@thomsonreuters.com)(415-677-2516)(www.twitter.com/ annsaphir)(Reuters Messaging: ann.saphir.thomsonreuters.com@reuters.net))  Keywords: USA FED/LACKER TAPER",20140103194839nL2N0KD1AA,nL2N0KD1AA
38,63734,CLc1 .N225 LCOc1 JPY= EUR=,en,STX DBT COM FRX GVD CDM CELE APL MUL EMRG AU WEU HK JP US SG TW EUROP KR CN ASIA NEWS1 MTGFX MKTREP EU CRU GOL REP ECB CEN HSGD CYCS CYCP INDS AMERS ASEAN NRG PREMTL METL LEN RTRS,C D E M O T U OIL NAT UKI GRO MTL SOF AUF AUP G GNN J MF RINVM SI Z EMK PSC RNP,RTRS,01/03/2014 09:45:49,01/03/2014 09:45:49,GLOBAL MARKETS-Europe holds ground after risk aversion roils Asia; yen rallies ,"European shares were fighting to hold their ground on Friday after a turbulent day for Asia markets that saw a sudden reversal in some very popular, and thus crowded, trades.     The result was a pullback in the euro, sterling, and Asian stocks and a bounce for the yen, gold and bonds. Oil prices also took a spill, though for largely separate reasons.     Europe's pan-regional FTSEurofirst 300 share index <.FTEU3> struggled to fight the tide. It moved in and out of negative territory in early trading before finally gaining 0.3 percent. [.EU]     MSCI's broadest index of Asia-Pacific shares outside Japan <.MIAPJ0000PUS> had earlier shed 1 percent, with markets from Shanghai to Sydney all in the red.     The various moves seemed divorced from the news flow, which was mostly upbeat. Global manufacturing ended 2013 on a strong note as the United States, Japan and Germany all saw demand pick up. [TOP/CEN] The problem was China, where a measure of activity in the services sector slipped back in December, just as one for manufacturing had on Thursday.     In currencies, the euro weakened as speculators booked profits on long positions after a strong 2013. The common  currency was testing a six-week low at $1.3635 <EUR=> after shedding a full cent overnight.     The same forces gripped sterling, another strong performer in recent months. The pound peeled away to $1.6450 <GBP=> from a 28-month peak of $1.6605.     Going the other way, the yen enjoyed a short-covering bounce. Borrowing in yen to buy higher-yielding assets has been a popular trade, leaving the market vulnerable to sudden, if usually brief, reversals.     In this case, the dollar came off to 104.20 yen <JPY=> after rising as high as 105.44 on Thursday, its strongest since October 2008. The euro retreated to 142.10 yen <EURJPY=> from a peak of 145.12 on Thursday.      The yen is strong because it remains the major currency market's best proxy for risk, so when you have a strong correction lower in risk appetite that sees the yen supported, said John Hardy head of FX strategy for Saxo bank in Copenhagen. I suspect it is a bit of a knee-jerk consolidation at the start of the year, but it is interesting that it started that way          GOLD SHINES     Another source of anxiety in Asia had been Thailand. Growing political uncertainty lopped another 0.5 percent off stocks, after a 5 percent decline on Thursday <.SETI>. The Thai currency also took a bath, hitting its lowest since early 2010 at 33.03 per dollar <THB=TH>.     The short-covering theme meanwhile extended to U.S. Treasury debt, which has been under pressure for pretty much all of the past two months. Yields on the 10-year note dipped to 2.97 percent from a top of 3.04 percent, which had been the highest since mid-2011.      German <DE10YT=TWEB> and other top-rated European government bonds mirrored the moves as they opened. [GVD/EUR]     Gold was another beaten-down asset to get a reprieve, along with silver <XAG=> and platinum <XAG=>. Bullion had swung up to $1,233 <XAU=> after the early flurry of trading in London, from as low as $1,183.80 early in the week. [GOL/]     Positive bullion prices in reaction to the decline in equities may set the tone for 2014 and reinforce the negative correlation between the two, HSBC analysts said in a note.     Oil prices steadied after taking a fall on Thursday as Libya prepared to restart a major oilfield and on speculation of a sharp rise in crude stockpiles in the United States.     Brent crude <LCOc1> edged up 70 cents to $108.50 a barrel but that followed a drop of $2.98 on Thursday. U.S. crude <CLc1> was up 19 cents at $95.60, after shedding almost $5 the day before.   (Additional reporting by Wayne Cole in Sydney)  ((marc.jones@thomsonreuters.com)(+44)(0)(207 542 9033)(Reuters Messaging: marc.jones.thomsonreuters.com@reuters.net))   ((To read Reuters Global Investing Blog click on  http://blogs.reuters.com/globalinvesting;  for the Macro Scope Blog click on  http://blogs.reuters.com/macroscope;  for Hedge Fund Blog Hub  click on http://blogs.reuters.com/hedgehub) ((For the state of play of Asian stock markets please click on: <0#.INDEXA>))  Keywords: MARKETS GLOBAL/",20140103094549nL6N0KD17T,nL6N0KD17T
39,63738,,en,LOA FINS BANK BNK FIN MCE ECI PLCY WEU DE EUROP NEWS1 CEN ECB MMT GVD CDM BISV INT FI EZ EUR MONS CCRE EU GFIN DBT BSVC EZC CEEU NORD PIA GEN POL LEN RTRS,M T D E EMK PSC RNP,RTRS,01/03/2014 11:05:02,01/03/2014 11:05:02,UPDATE 1-Euro zone corporate lending shrinks at record pace in Nov,"Lending to companies in the euro zone contracted at the fastest pace on record in November, piling pressure on the European Central Bank to do more to revive the currency bloc's economy.     The ECB has cut interest rates to a record low, pumped extra liquidity into the banking system and announced a yet-to-be-used government bond purchase programme, but the measures have so far not reached all corners of the euro zone evenly.     Worryingly, there is still no sign of any trend change in bank lending to euro zone businesses, which heaps pressure on the ECB to act, said Howard Archer, chief European economist at IHS Economics.      Banks likely believe the economic situation and outlook in many euro zone countries still provides an uncertain and risky backdrop in which to lend, despite the euro zone eking out modest growth since the second quarter.     The ECB's upcoming health check of banks' balance sheets is exacerbating the situation, with lenders reluctant to take on more risk and trying to slim down their loan books instead.     ECB Vice-President Vitor Constancio said last month that about two-thirds of the weakness in bank lending is due to a lack of demand from firms and households, with credit supply having some impact on the slump.     The ECB is unlikely to launch new measures when it meets next week after its president, Mario Draghi, said earlier this week there was no need for immediate action.        But over the next couple of months, the ECB could, for example, decide to stop sterilising the value of its previous government bond purchases, especially as it has now failed to take out the full amount for three weeks in a row. This would leave more liquidity in the system.          LENDING GAP      Corporate borrowing in the euro zone overall declined at the fastest pace on record, November's 3.9 percent drop comparing with a 3.8 percent decline on the year in the previous month.      The biggest decline was in Spain, where lending to companies fell 13.5 percent, although the contraction was less steep than in October.     Bank lending to Italian firms fell at an annual pace of 5.9 percent in November, the sharpest decline in the measure's 10-year history. That was also true for the euro zone's smallest economy, Malta, which recorded a 10.4 percent drop.     Only five euro zone countries saw corporate lending grow in November, with France the only large economy among them. Finland showed the biggest increase, of 5.4 percent.     Companies in Finland pay an interest rate on loans roughly one-third of that charged to their counterparts in Greece and Cyprus, ECB data from October showed. The big variance in borrowing costs for firms across the euro zone - now expanded to 18 members following Latvia's accession on Jan. 1 - is cited as one reason for the uneven levels of corporate lending.      This divergence has persisted since the beginning of the sovereign debt crisis in 2010 and has become a real headache for the ECB, as its record-low interest rates do not benefit all parts of the currency bloc equally.     Euro zone M3 money supply - a more general measure of cash in the economy - grew at an annual pace of 1.5 percent, picking up slightly from 1.4 percent in October and in line with the consensus forecast in a Reuters poll of analysts.        (Reporting by Eva Taylor and Sakari Suoninen; Editing by Catherine Evans)  ((eva.taylor@thomsonreuters.com)(49 69 75651244)(Reuters Messaging: eva.taylor.thomsonreuters.com@reuters.net))  Keywords: EUROZONE/M3",20140103110502nL6N0K92GK,nL6N0K92GK
40,63741,OGXP3.SA,en,INVB BNK EMRG GVD FRX DBT FUND US LATAM EUROP CEEU SEEU FED AFR MEAST ASIA KZ TR CL MX UA NG NEWS1 PXP MTPIX CMPNY EXPL BR ENR FIND1 BISV CORPD CDM FINS INVS ENER OILG BSVC BACT AMERS CISC CEN LEN RTRS,C D E M O T U OIL NAT UKI GRO MTL SOF G PSC RNP PGE,RTRS,01/02/2014 07:04:23,01/02/2014 07:04:23,RPT-Funds shrug off default risk in dash for emerging company bonds,"When Brazilian oil firm OGX tried to tap bond markets for $2 billion in 2011, investors were ready to hand it $5.5 billion. Two years on, OGX is in default and the debt trades at less than 10 cents of its original face value.     The spectre of such defaults spreading across emerging markets has not yet dimmed investor enthusiasm for the corporate debt sector, which saw record-high bond sales of $330 billion-plus in 2013 and more than 150 first-time borrowers. [ID:nL6N0K21WW]          Banks predict similar issuance for 2014, although the default of OGX <OGXP3.SA> and others - from Mexican homebuilders to Kazakh banks - are raising fears fund managers in the $1.4 trillion sector may end up with huge losses.     Default rates are so far only creeping up, with a rate of 3.1 percent this year after 2.7 percent last year and 1.6 percent in 2010, JPMorgan data shows, but concerns over explosive growth and a sometimes blind dash for yield are growing.     Dollar borrowing by companies has swelled tenfold since 2001, drawing in Chilean car dealers, Nigerian banks and Ukrainian poultry farmers.      The 8.5 percent coupon paid by OGX <BR056294465=> persuaded buyers to overlook the fact it was yet to generate any revenues and did not offer the collateral against default that is common practice for a first-time issuer.     Investors are so far unfazed, with 65 funds launched in 2012 and 2013, specifically to invest in emerging corporate debt, according to data from Thomson Reuters company Lipper.     All this amounts to what Princeton University academic Hyun Song Shin terms the second phase of global liquidity, one where asset managers, rather than banks, have been the main players since 2010.     When the current lull in global financial conditions is eventually broken by tighter dollar funding conditions due to U.S. Federal Reserve monetary tightening, the vulnerabilities (of emerging companies) are likely to be exposed once more, Shin said in a recent paper.     At the heart of this thesis is the issue of currency mismatch - where revenues or assets are in local currencies but  debt is increasingly in dollars, a contradiction that may become more stark in future if the dollar strengthens.         Shin says the magnitude of the mismatch is underestimated because a large portion of the bonds are issued by U.S. or U.K.-based subsidiaries of emerging markets firms, but capital set aside by the parent firms to protect against default is usually in emerging currencies such as roubles or pesos.     So any wholesale deposit withdrawals by companies that run into trouble with their debt could in turn cause banking crises in the developing world.     Shamaila Khan, a portfolio manager at AllianceBernstein, says default rates will creep higher, but not explode. You will see some of the repercussions of indiscriminate funding because of all the inflows the sector has received.          OVERBLOWN     Khan estimates default rates of 3.0-3.5 percent in 2013 and 2014. While that is far off the 10 percent rate seen in 2009 or the 30 percent rate of the late 1990s, it has risen off a 2011 trough of 0.6 percent.     Meanwhile not much corporate debt is due to be repaid in the near term, keeping the pressure off companies.     Rob Stewart, a client portfolio manager at JPMorgan Asset Management, reckons the peak of debt maturities will fall in a decade or so from now, as bonds issued during the current boom come up for redemption.     The market is highly diversified, with a large number of countries, sectors and companies, so risks to asset managers from a default in one company or region are not high, he said.     It is also far too early to worry about a systemic crisis rooted in currency mismatch, says David Spegel, head of emerging debt strategy at ING Bank in New York.     He notes firstly that two-thirds of outstanding debt comes from energy and metals companies that have natural hedges in place in the form of hard currency revenues. Others, notably banks, often hedge bond payments via swaps during issuance.     Third, debt issued by external subsidiaries of emerging companies amounts to around $670 billion, Spegel calculates. But this comprises just 3 percent of the $19.5 trillion that is in bank deposits in the highest-risk countries, he says.     In most cases, EM bank deposits are high enough to curb the suggested threat for the financial system, Spegel said.     And prices compensate for risks, many argue. Bill Perry, head of the corporate investment team at Stone Harbor Investments, notes the substantial yield premia that high-yield company debt offers, to U.S. Treasuries as well as junk-rated U.S. credit.     You are getting a 200 bps in pick up when you pick EM high-yield over (developed market) high yield. You get paid a pickup and you get a comparable default rate, Perry said.     Often when you buy high-yield names from emerging markets, you are buying very solid companies, they just come from the wrong zip code.    (Additional reporting by Carolyn Cohn; editing by Philippa Fletcher)  ((sujata.rao@thomsonreuters.com)(44 20 7542 6176)(Reuters Messaging: sujata.rao.thomsonreuters.com@thomsonreuters.net))  Keywords: EMERGING DEFAULT/",20140102070423nL6N0K92X8,nL6N0K92X8
